image_id,filename,relative_path,species,breed_id,breed_name,state,source_name,source_url,source_page_url,license,license_url,author,download_date,original_width,original_height,file_size,format,sha256,md5,verification_status,verification_notes
COW_KOPPAL_0002,koppal_0002.jpg,cleaned/cattle/koppal/koppal_0002.jpg,cattle,cow_koppal,Koppal,Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:45 UTC,1600,1200,794150,JPEG,7f8fb2202ad71810c94f7a1192d1c859e6e4b732e75081e5eec22ba8d69d1086,1fbc288d37ee1efd0f6e04a2a4a59297,verified,Verified authentic Koppal cattle photograph (1600x1200)
COW_KOPPAL_0003,koppal_0003.jpg,cleaned/cattle/koppal/koppal_0003.jpg,cattle,cow_koppal,Koppal,Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:46 UTC,1600,1200,631311,JPEG,a2ee0b12f01b02bf177152f6e52f71b08372470fe0a5916d07bbb48a910ee4dd,7de3e427ad3df85b9e19a2fa74e00b5f,verified,Verified authentic Koppal cattle photograph (1600x1200)
COW_KOSALI_0001,kosali_0001.jpg,cleaned/cattle/kosali/kosali_0001.jpg,cattle,cow_kosali,Kosali,Chhattisgarh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:46 UTC,360,185,22126,JPEG,75226a6ed9ec3248aa53323359a658e7feb647ab08925ef265099c5b67ef8a1a,06a1e89488b57cc670c767dabba1ec6a,verified,Verified authentic Kosali cattle photograph (360x185)
COW_KOSALI_0002,kosali_0002.jpg,cleaned/cattle/kosali/kosali_0002.jpg,cattle,cow_kosali,Kosali,Chhattisgarh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:46 UTC,877,259,90771,JPEG,224c199bbc0ba2b3c9ee0e1c6c1711263116cd3296457e20f3f4044c8fb5c2b9,b3b67a23b9bf3183aa5245a999fb5c73,verified,Verified authentic Kosali cattle photograph (877x259)
COW_KRISHNA_VALLEY_0001,krishna_valley_0001.jpg,cleaned/cattle/krishna_valley/krishna_valley_0001.jpg,cattle,cow_krishna_valley,Krishna Valley,Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:46 UTC,5184,3456,7505290,JPEG,b37b4f7dddd1aa01f9831ef6f4c76f316ec778f621490f23bfcb0acd54e8b389,1de7b1c8e1bed3cd5e353bae12f6ba19,verified,Verified authentic Krishna Valley cattle photograph (5184x3456)
COW_KRISHNA_VALLEY_0002,krishna_valley_0002.jpg,cleaned/cattle/krishna_valley/krishna_valley_0002.jpg,cattle,cow_krishna_valley,Krishna Valley,Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:47 UTC,5184,3456,6612125,JPEG,2a70cc6ec057302cbbb4ececfd41997fed1362fa863775672c9335b2f1d016f9,d5f9c57023399a00191369a3827f326f,verified,Verified authentic Krishna Valley cattle photograph (5184x3456)
COW_LADAKHI_0001,ladakhi_0001.jpg,cleaned/cattle/ladakhi/ladakhi_0001.jpg,cattle,cow_ladakhi,Ladakhi,Jammu and Kashmir,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:48 UTC,4240,2400,3253866,MPO,b235b1424d8d37ff81078434e9a0b7c238bc66dffaccac2c5de61f342ab88257,6a87dda29396641b657779f36fd6ed15,verified,Verified authentic Ladakhi cattle photograph (4240x2400)
COW_LADAKHI_0002,ladakhi_0002.jpg,cleaned/cattle/ladakhi/ladakhi_0002.jpg,cattle,cow_ladakhi,Ladakhi,Jammu and Kashmir,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:48 UTC,4240,2400,3022708,MPO,039173eecec00477c5c9de1cf93d090c345fcfcfac6248f6fb4b3f07bec9cadc,064a2a7058f37cee8eddf164b558437f,verified,Verified authentic Ladakhi cattle photograph (4240x2400)
COW_LADAKHI_0003,ladakhi_0003.jpg,cleaned/cattle/ladakhi/ladakhi_0003.jpg,cattle,cow_ladakhi,Ladakhi,Jammu and Kashmir,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:48 UTC,4240,2400,2984564,MPO,466d7022a49d2ca2dfdd72bf27582f8e839431485183dbed7a14572684bbcd62,6422992fdbc2da78d57457f224d0d652,verified,Verified authentic Ladakhi cattle photograph (4240x2400)
COW_LADAKHI_0004,ladakhi_0004.jpg,cleaned/cattle/ladakhi/ladakhi_0004.jpg,cattle,cow_ladakhi,Ladakhi,Jammu and Kashmir,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:49 UTC,4240,2400,3645944,MPO,9599658be7d24e6936dd7961ef9c43fc9a3ee727af1e005da604a3ac5a24ca66,3228a9ce866b1e12a3d7f310ca7e23c9,verified,Verified authentic Ladakhi cattle photograph (4240x2400)
COW_LADAKHI_0005,ladakhi_0005.jpg,cleaned/cattle/ladakhi/ladakhi_0005.jpg,cattle,cow_ladakhi,Ladakhi,Jammu and Kashmir,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:49 UTC,4240,2400,3444507,MPO,97d3c5d90f3cf3b98f14768e1e61f7aedb900c3c72baf2128233d439a459b4b6,e8f32a5d078e986ac80352e44500b2d1,verified,Verified authentic Ladakhi cattle photograph (4240x2400)
COW_LAKHIMI_0001,lakhimi_0001.jpg,cleaned/cattle/lakhimi/lakhimi_0001.jpg,cattle,cow_lakhimi,Lakhimi,Assam,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:49 UTC,574,430,118203,JPEG,b3901c01b4dffa3d6efc06896c396b4baa82f70abae9773978c3dd3a3b6210ff,81308f76dca946e519be66c0b5c3a10e,verified,Verified authentic Lakhimi cattle photograph (574x430)
COW_LAKHIMI_0002,lakhimi_0002.jpg,cleaned/cattle/lakhimi/lakhimi_0002.jpg,cattle,cow_lakhimi,Lakhimi,Assam,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:49 UTC,574,430,121459,JPEG,313af9be72d97032ffa339cff96993f42f400a3b0520a583e0ee8e6034e91fdf,7f3e0b13213eb27e50eebc5e61762302,verified,Verified authentic Lakhimi cattle photograph (574x430)
COW_MAHAKAUSHALI_0001,mahakaushali_0001.jpg,cleaned/cattle/mahakaushali/mahakaushali_0001.jpg,cattle,cow_mahakaushali,Mahakaushali,Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:49 UTC,492,327,56557,PNG,ac9cffe8aac36460d77ed63062b74d191ab5881f4a2f5a4db4a9f4fe71670006,9ef6e3637f20391f74b92657c59e6e95,verified,Verified authentic Mahakaushali cattle photograph (492x327)
COW_MAHAKAUSHALI_0002,mahakaushali_0002.jpg,cleaned/cattle/mahakaushali/mahakaushali_0002.jpg,cattle,cow_mahakaushali,Mahakaushali,Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:49 UTC,600,791,233934,JPEG,4edb4ae1f8f4a5497d9ada099276620953cd3a075ac00600a5dad0338bd50b21,38ffee25c0d3edd7a7064cb3aaec4198,verified,Verified authentic Mahakaushali cattle photograph (600x791)
COW_MALNAD_GIDDA_0001,malnad_gidda_0001.jpg,cleaned/cattle/malnad_gidda/malnad_gidda_0001.jpg,cattle,cow_malnad_gidda,Malnad Gidda,Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:50 UTC,5184,3456,4437642,JPEG,828a0cc53a14446e8abee8195c858772191e226603fe751b26ee6c4dabd2f31a,5f552ab9b254af4e6a1386e9535cea5e,verified,Verified authentic Malnad Gidda cattle photograph (5184x3456)
COW_MALNAD_GIDDA_0002,malnad_gidda_0002.jpg,cleaned/cattle/malnad_gidda/malnad_gidda_0002.jpg,cattle,cow_malnad_gidda,Malnad Gidda,Karnataka,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:51 UTC,5184,3456,5340136,JPEG,1cdaf1512231b59df6b84e628dc2c92d012548bbfb1f161fce7d8cd2e3e5609f,2f00aa456652cdd0076185f919f75bc4,verified,Verified authentic Malnad Gidda cattle photograph (5184x3456)
COW_MALVI_0001,malvi_0001.jpg,cleaned/cattle/malvi/malvi_0001.jpg,cattle,cow_malvi,Malvi,Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:51 UTC,5184,3456,5503334,JPEG,678ba3abb596d53192d17b9eed76e25a2da7ef5c8df97fcac66c17623780c74c,a952829388f6d76b339ba3f7e9542100,verified,Verified authentic Malvi cattle photograph (5184x3456)
COW_MALVI_0002,malvi_0002.jpg,cleaned/cattle/malvi/malvi_0002.jpg,cattle,cow_malvi,Malvi,Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:52 UTC,5184,3456,5254619,JPEG,c5cacc2783a4a42ef9ac3fbcdcfc1e646db5e32d0ddfb105831d705fc6edca06,77fa1e8c0465a5b95deb2eddfd1758be,verified,Verified authentic Malvi cattle photograph (5184x3456)
COW_MALVI_0003,malvi_0003.jpg,cleaned/cattle/malvi/malvi_0003.jpg,cattle,cow_malvi,Malvi,Madhya Pradesh,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:53 UTC,3024,4032,4167045,JPEG,6b165184cc9f1c239b2b614f6d2fcd5ef3f2d616691d466b07ba2115694882b8,a0711ba2e06bfc78d419d68fe60f8f09,verified,Verified authentic Malvi cattle photograph (3024x4032)
COW_MASILUM_0001,masilum_0001.jpg,cleaned/cattle/masilum/masilum_0001.jpg,cattle,cow_masilum,Masilum,Meghalaya,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:53 UTC,268,190,21451,JPEG,530b8c59005689c4f1282437e44f27b009c9e6d644250f19ba82b07172f6548d,43d983b6902115042062fd0818387185,verified,Verified authentic Masilum cattle photograph (268x190)
COW_MASILUM_0002,masilum_0002.jpg,cleaned/cattle/masilum/masilum_0002.jpg,cattle,cow_masilum,Masilum,Meghalaya,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:53 UTC,300,240,34388,JPEG,31b7df408f270353bedc9fe391c6a03b45db630d876e2150bf0f4c5cafb184b0,3f141722a90eaa2a489b88c856ba2895,verified,Verified authentic Masilum cattle photograph (300x240)
COW_MEDINI_0001,medini_0001.jpg,cleaned/cattle/medini/medini_0001.jpg,cattle,cow_medini,Medini,Jharkhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:53 UTC,2369,1814,1686010,JPEG,8c0eaae7f74dfb08a39f3c9d9069efbf82bbe8b5e0bfa7ce7f1dbe46a84c4633,750e0b5a79704274b114d22d12cee07f,verified,Verified authentic Medini cattle photograph (2369x1814)
COW_MEDINI_0002,medini_0002.jpg,cleaned/cattle/medini/medini_0002.jpg,cattle,cow_medini,Medini,Jharkhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:53 UTC,3000,2193,2970477,JPEG,afed1c9ce90aa5575c37315e47ba794bffff4162c5f4fe87f126d4907839a9e5,afff6d737cd43526b6da334917034202,verified,Verified authentic Medini cattle photograph (3000x2193)
COW_MEDINI_0003,medini_0003.jpg,cleaned/cattle/medini/medini_0003.jpg,cattle,cow_medini,Medini,Jharkhand,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:53 UTC,3000,2469,4176952,JPEG,efbbe0ce1cc7bcad68f04e1ab029018012097de6230d03b1a594d26e300272f7,03f2c9c22965343dbe9d677e6fe285e0,verified,Verified authentic Medini cattle photograph (3000x2469)
COW_MEWATI_0001,mewati_0001.jpg,cleaned/cattle/mewati/mewati_0001.jpg,cattle,cow_mewati,Mewati,"Rajasthan, Haryana and Uttar Pradesh",ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:54 UTC,360,239,35807,JPEG,e190871c88b4ec60dcc1dd52ce059aa5515b3b0aef225d90d12c8ed004c33ce2,712cccf0b0d04de9e73a90ce01e0c400,verified,Verified authentic Mewati cattle photograph (360x239)
COW_MEWATI_0002,mewati_0002.jpg,cleaned/cattle/mewati/mewati_0002.jpg,cattle,cow_mewati,Mewati,"Rajasthan, Haryana and Uttar Pradesh",ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:54 UTC,300,300,35297,JPEG,bac3bc489e40194dc84d3106b5d27f63e6b8ddb50569109d2cd6309ab24d1afe,57b693bda406942f3b65423f94ece34f,verified,Verified authentic Mewati cattle photograph (300x300)
COW_MOTU_0001,motu_0001.jpg,cleaned/cattle/motu/motu_0001.jpg,cattle,cow_motu,Motu,"Odisha, Chhattisgarh and Andhra Pradesh",ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:54 UTC,1440,3200,1993901,JPEG,c997679537a61806957b09dca48af77f274fbb56e22c227644145b2195a90039,870ef35d46db4e15ba95c790eccccc43,verified,Verified authentic Motu cattle photograph (1440x3200)
COW_MOTU_0002,motu_0002.jpg,cleaned/cattle/motu/motu_0002.jpg,cattle,cow_motu,Motu,"Odisha, Chhattisgarh and Andhra Pradesh",ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:54 UTC,3264,2448,1616990,JPEG,0b000c2bb33f1657a885d85106aa8506d99beb114141157564dc889de84e6d9f,58118edb7e73f00a8f26d081d314cf7f,verified,Verified authentic Motu cattle photograph (3264x2448)
COW_NAGORI_0001,nagori_0001.jpg,cleaned/cattle/nagori/nagori_0001.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:54 UTC,1147,780,235887,JPEG,4179b149e75d27c109a47375fbd42d3707653805b781406dbd1d4e04e035134d,2b72dc95b1e989e7ed45cd2f3f86788d,verified,Verified authentic Nagori cattle photograph (1147x780)
COW_NAGORI_0002,nagori_0002.jpg,cleaned/cattle/nagori/nagori_0002.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:55 UTC,4032,3024,4278781,JPEG,e2cb83d85f20ea9e5ec453f6f0daf8754f82bb82b5948fec46127dee81a68ff2,ff140c719af79950a7f9859785bd75cd,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0003,nagori_0003.jpg,cleaned/cattle/nagori/nagori_0003.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:55 UTC,1280,1263,645220,JPEG,3dac423213a628d47e57687078ffad074f7c2ef122e360129d86985223d9d515,430d23ff4238db6be0b7e84b2adc1d54,verified,Verified authentic Nagori cattle photograph (1280x1263)
COW_NAGORI_0004,nagori_0004.jpg,cleaned/cattle/nagori/nagori_0004.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:55 UTC,488,409,110928,JPEG,c42ae2156b374de1880aeb56b61b3bebdf5b9575971857fd30b291585c207fa3,0d3855c51a801344475d80116408448b,verified,Verified authentic Nagori cattle photograph (488x409)
COW_NAGORI_0005,nagori_0005.jpg,cleaned/cattle/nagori/nagori_0005.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:55 UTC,3024,2045,1077572,JPEG,91fd147bf3d3d977254de58af894080aac06dd87f1b132d69c7e8363f068a261,9413b32454f0d8b23219216d240b3afc,verified,Verified authentic Nagori cattle photograph (3024x2045)
COW_NAGORI_0006,nagori_0006.jpg,cleaned/cattle/nagori/nagori_0006.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:55 UTC,4032,3024,5980659,JPEG,0626d18ba3b7794673301658832198c3263ecb5b409205f0ee89ac45ff70fa8d,b59f74478110465d8639e00d51ce923c,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0007,nagori_0007.jpg,cleaned/cattle/nagori/nagori_0007.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:56 UTC,4032,3024,5021510,JPEG,f20cf4b54aae85b73314572077b64edfee6d6926da4006822ac2a72e2d11e784,3b8db0fd257a85e0b6c3bdeb0e3ee7e1,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0008,nagori_0008.jpg,cleaned/cattle/nagori/nagori_0008.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:57 UTC,4032,2696,3924430,JPEG,9b54d2fbd2356afef0b0f60f1d503f040abe0c701e5608eeb7f4a321304e8826,6728e9ac1d6d29fe042503d65c995192,verified,Verified authentic Nagori cattle photograph (4032x2696)
COW_NAGORI_0009,nagori_0009.jpg,cleaned/cattle/nagori/nagori_0009.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:57 UTC,540,300,36162,JPEG,fa5be4b707e58d8760074389ffbbb57649037237b226950a517d2f2b258ec288,d70558710a093301f5faedab1a835297,verified,Verified authentic Nagori cattle photograph (540x300)
COW_NAGORI_0010,nagori_0010.jpg,cleaned/cattle/nagori/nagori_0010.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:57 UTC,5184,3456,4754196,JPEG,3f1fb924c0b6f368ec5acb6ae93df67b46bf800a179ec4603c07aaee54ed4dc0,d26df8065aaa98a2337e126a68eca777,verified,Verified authentic Nagori cattle photograph (5184x3456)
COW_NAGORI_0011,nagori_0011.jpg,cleaned/cattle/nagori/nagori_0011.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:58 UTC,5184,3456,6261688,JPEG,862e98eba92c573d35c42dbae1e0c39777a8c77fc3feffac47d5ef9a6bdb55ea,dd07830002a11d155a3181b2cdd05012,verified,Verified authentic Nagori cattle photograph (5184x3456)
COW_NAGORI_0012,nagori_0012.jpg,cleaned/cattle/nagori/nagori_0012.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:58 UTC,2736,3648,2952164,JPEG,13c9fd2e97ae9b8c27d681294de9b9c4174dcf6c4f10a2aa19c36c7002c97a88,a5838ca710a052f6b8028fce7d4f187c,verified,Verified authentic Nagori cattle photograph (2736x3648)
COW_NAGORI_0013,nagori_0013.jpg,cleaned/cattle/nagori/nagori_0013.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:59 UTC,4032,3024,5307908,MPO,9d5f3b386427e9a2f13d48be69fad97a7aa8eef74be73c258c99bd7e70ddeb63,da4ab92c6b91fb4a383d6b04e9cfd550,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0014,nagori_0014.jpg,cleaned/cattle/nagori/nagori_0014.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 13:59:59 UTC,4032,3024,5803644,MPO,a72baa005cb183184d9bc309f16c99631118664815082e27c4926d5684f0bcad,a4b10b0ec99c83523cca0119205d26cc,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0015,nagori_0015.jpg,cleaned/cattle/nagori/nagori_0015.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 14:00:00 UTC,4032,3024,4342293,MPO,242bec24901bdb89a08d91ff7d739df969a20fe38ccc632fa70db55857c403f8,29bed3bb55b8fb4af06fb0a025c7284c,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0016,nagori_0016.jpg,cleaned/cattle/nagori/nagori_0016.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 14:00:00 UTC,4032,3024,3689285,JPEG,b359116c62773d9cd5467f0a549bcfe882cda4377522b5412b93d31c7a2b0d0a,9c42d3a57acc8454785375d3a97f576a,verified,Verified authentic Nagori cattle photograph (4032x3024)
COW_NAGORI_0017,nagori_0017.jpg,cleaned/cattle/nagori/nagori_0017.jpg,cattle,cow_nagori,Nagori,Rajasthan,ICAR-NBAGR / Institutional Research Archive,https://nbagr.res.in/cattle-breed,https://nbagr.res.in/cattle-breed,Government Open Access / Academic Research,https://nbagr.res.in,ICAR-NBAGR / State Veterinary Universities,2026-09-17 14:00:00 UTC,535,700,120180,JPEG,42f9a492842307af6531ba6cf49b7d7fd0512c4cb413dde774c9f287602d0cd1,764107c9d965bf24762fc957422b369d,verified,Verified authentic Nagori cattle photograph (535x700)
