image_id,relative_path,breed_id,breed_name,species,source_type,split
CAT_COW_DANGI_0041,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0041.jpg,cow_dangi,Dangi,cattle,REAL,validation
CAT_COW_DANGI_0016,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0016.jpg,cow_dangi,Dangi,cattle,REAL,validation
CAT_COW_DANGI_0028,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0028.jpg,cow_dangi,Dangi,cattle,REAL,validation
CAT_COW_DEONI_0004,dataset/expanded_82_breeds_v2/cattle/cow_deoni/cow_deoni_0004.jpg,cow_deoni,Deoni,cattle,REAL,validation
CAT_COW_GANGATIRI_0004,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0004.jpg,cow_gangatiri,Gangatiri,cattle,REAL,validation
CAT_COW_GAOLAO_0025,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0025.jpg,cow_gaolao,Gaolao,cattle,REAL,validation
CAT_COW_GAOLAO_0021,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0021.jpg,cow_gaolao,Gaolao,cattle,REAL,validation
CAT_COW_GAOLAO_0028,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0028.jpg,cow_gaolao,Gaolao,cattle,REAL,validation
CAT_COW_GAOLAO_0009,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0009.jpg,cow_gaolao,Gaolao,cattle,REAL,validation
CAT_COW_GAOLAO_0023,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0023.jpg,cow_gaolao,Gaolao,cattle,REAL,validation
CAT_COW_GIR_0027,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0027.jpg,cow_gir,Gir,cattle,REAL,validation
CAT_COW_GIR_0019,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0019.jpg,cow_gir,Gir,cattle,REAL,validation
CAT_COW_GIR_0031,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0031.jpg,cow_gir,Gir,cattle,REAL,validation
CAT_COW_GIR_0021,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0021.jpg,cow_gir,Gir,cattle,REAL,validation
CAT_COW_GIR_0008,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0008.jpg,cow_gir,Gir,cattle,REAL,validation
CAT_COW_HALLIKAR_0005,dataset/expanded_82_breeds_v2/cattle/cow_hallikar/hallikar_0005.jpg,cow_hallikar,Hallikar,cattle,REAL,validation
CAT_COW_HARIANA_0002,dataset/expanded_82_breeds_v2/cattle/cow_hariana/hariana_0002.jpg,cow_hariana,Hariana,cattle,REAL,validation
CAT_COW_KANGAYAM_0005,dataset/expanded_82_breeds_v2/cattle/cow_kangayam/kangayam_0005.jpg,cow_kangayam,Kangayam,cattle,REAL,validation
CAT_COW_KANGAYAM_0008,dataset/expanded_82_breeds_v2/cattle/cow_kangayam/kangayam_0008.jpg,cow_kangayam,Kangayam,cattle,REAL,validation
CAT_COW_KANGAYAM_0011,dataset/expanded_82_breeds_v2/cattle/cow_kangayam/kangayam_0011.jpg,cow_kangayam,Kangayam,cattle,REAL,validation
CAT_COW_KANKREJ_0011,dataset/expanded_82_breeds_v2/cattle/cow_kankrej/kankrej_0011.jpg,cow_kankrej,Kankrej,cattle,REAL,validation
CAT_COW_KANKREJ_0013,dataset/expanded_82_breeds_v2/cattle/cow_kankrej/kankrej_0013.jpg,cow_kankrej,Kankrej,cattle,REAL,validation
CAT_COW_KOPPAL_0002,dataset/expanded_82_breeds_v2/cattle/cow_koppal/koppal_0002.jpg,cow_koppal,Koppal,cattle,REAL,validation
CAT_COW_LADAKHI_0001,dataset/expanded_82_breeds_v2/cattle/cow_ladakhi/ladakhi_0001.jpg,cow_ladakhi,Ladakhi,cattle,REAL,validation
CAT_COW_MALVI_0002,dataset/expanded_82_breeds_v2/cattle/cow_malvi/malvi_0002.jpg,cow_malvi,Malvi,cattle,REAL,validation
CAT_COW_MEDINI_0002,dataset/expanded_82_breeds_v2/cattle/cow_medini/medini_0002.jpg,cow_medini,Medini,cattle,REAL,validation
CAT_COW_NAGORI_0005,dataset/expanded_82_breeds_v2/cattle/cow_nagori/nagori_0005.jpg,cow_nagori,Nagori,cattle,REAL,validation
CAT_COW_NAGORI_0008,dataset/expanded_82_breeds_v2/cattle/cow_nagori/nagori_0008.jpg,cow_nagori,Nagori,cattle,REAL,validation
CAT_COW_NAGORI_0011,dataset/expanded_82_breeds_v2/cattle/cow_nagori/nagori_0011.jpg,cow_nagori,Nagori,cattle,REAL,validation
CAT_COW_NARI_0002,dataset/expanded_82_breeds_v2/cattle/cow_nari/nari_0002.jpg,cow_nari,Nari,cattle,REAL,validation
CAT_COW_NIMARI_0005,dataset/expanded_82_breeds_v2/cattle/cow_nimari/nimari_0005.jpg,cow_nimari,Nimari,cattle,REAL,validation
CAT_COW_NIMARI_0008,dataset/expanded_82_breeds_v2/cattle/cow_nimari/nimari_0008.jpg,cow_nimari,Nimari,cattle,REAL,validation
CAT_COW_ONGOLE_0019,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0019.jpg,cow_ongole,Ongole,cattle,REAL,validation
CAT_COW_ONGOLE_0029,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0029.jpg,cow_ongole,Ongole,cattle,REAL,validation
CAT_COW_ONGOLE_0021,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0021.jpg,cow_ongole,Ongole,cattle,REAL,validation
CAT_COW_ONGOLE_0008,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0008.jpg,cow_ongole,Ongole,cattle,REAL,validation
CAT_COW_PERIYAR_0005,dataset/expanded_82_breeds_v2/cattle/cow_periyar/periyar_0005.jpg,cow_periyar,Periyar,cattle,REAL,validation
CAT_COW_PONWAR_0002,dataset/expanded_82_breeds_v2/cattle/cow_ponwar/ponwar_0002.jpg,cow_ponwar,Ponwar,cattle,REAL,validation
CAT_COW_PUNGANUR_0011,dataset/expanded_82_breeds_v2/cattle/cow_punganur/punganur_0011.jpg,cow_punganur,Punganur,cattle,REAL,validation
CAT_COW_PUNGANUR_0013,dataset/expanded_82_breeds_v2/cattle/cow_punganur/punganur_0013.jpg,cow_punganur,Punganur,cattle,REAL,validation
CAT_COW_RED_KANDHARI_0002,dataset/expanded_82_breeds_v2/cattle/cow_red_kandhari/red_kandhari_0002.jpg,cow_red_kandhari,Red Kandhari,cattle,REAL,validation
CAT_COW_RED_SINDHI_0001,dataset/expanded_82_breeds_v2/cattle/cow_red_sindhi/red_sindhi_0001.jpg,cow_red_sindhi,Red Sindhi,cattle,REAL,validation
CAT_COW_SAHIWAL_0022,dataset/expanded_82_breeds_v2/cattle/cow_sahiwal/sahiwal_0022.jpg,cow_sahiwal,Sahiwal,cattle,REAL,validation
CAT_COW_SAHIWAL_0008,dataset/expanded_82_breeds_v2/cattle/cow_sahiwal/sahiwal_0008.jpg,cow_sahiwal,Sahiwal,cattle,REAL,validation
CAT_COW_SAHIWAL_0011,dataset/expanded_82_breeds_v2/cattle/cow_sahiwal/sahiwal_0011.jpg,cow_sahiwal,Sahiwal,cattle,REAL,validation
CAT_COW_SIRI_0013,dataset/expanded_82_breeds_v2/cattle/cow_siri/siri_0013.jpg,cow_siri,Siri,cattle,REAL,validation
CAT_COW_SIRI_0008,dataset/expanded_82_breeds_v2/cattle/cow_siri/siri_0008.jpg,cow_siri,Siri,cattle,REAL,validation
CAT_COW_SIRI_0011,dataset/expanded_82_breeds_v2/cattle/cow_siri/siri_0011.jpg,cow_siri,Siri,cattle,REAL,validation
CAT_COW_THARPARKAR_0005,dataset/expanded_82_breeds_v2/cattle/cow_tharparkar/tharparkar_0005.jpg,cow_tharparkar,Tharparkar,cattle,REAL,validation
CAT_COW_THARPARKAR_0008,dataset/expanded_82_breeds_v2/cattle/cow_tharparkar/tharparkar_0008.jpg,cow_tharparkar,Tharparkar,cattle,REAL,validation
CAT_COW_VECHUR_0005,dataset/expanded_82_breeds_v2/cattle/cow_vechur/vechur_0005.jpg,cow_vechur,Vechur,cattle,REAL,validation
CAT_COW_VECHUR_0013,dataset/expanded_82_breeds_v2/cattle/cow_vechur/vechur_0013.jpg,cow_vechur,Vechur,cattle,REAL,validation
CAT_COW_VECHUR_0008,dataset/expanded_82_breeds_v2/cattle/cow_vechur/vechur_0008.jpg,cow_vechur,Vechur,cattle,REAL,validation
BUF_BUFFALO_BANNI_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_banni/banni_0003.jpg,buffalo_banni,Banni,buffalo,REAL,test
BUF_BUFFALO_BARGUR_0005,dataset/expanded_82_breeds_v2/buffalo/buffalo_bargur/bargur_0005.jpg,buffalo_bargur,Bargur,buffalo,REAL,test
BUF_BUFFALO_BHADAWARI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_bhadawari/bhadawari_0001.jpg,buffalo_bhadawari,Bhadawari,buffalo,REAL,test
BUF_BUFFALO_CHHATTISGARHI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_chhattisgarhi/chhattisgarhi_0001.jpg,buffalo_chhattisgarhi,Chhattisgarhi,buffalo,REAL,test
BUF_BUFFALO_CHILIKA_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_chilika/chilika_0001.jpg,buffalo_chilika,Chilika,buffalo,REAL,test
BUF_BUFFALO_DHARWADI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_dharwadi/dharwadi_0001.jpg,buffalo_dharwadi,Dharwadi,buffalo,REAL,test
BUF_BUFFALO_GOJRI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_gojri/gojri_0001.jpg,buffalo_gojri,Gojri,buffalo,REAL,test
BUF_BUFFALO_GOMANCHALI_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_gomanchali/gomanchali_0003.jpg,buffalo_gomanchali,Gomanchali,buffalo,REAL,test
BUF_BUFFALO_JAFFARABADI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_jaffarabadi/jaffarabadi_0001.jpg,buffalo_jaffarabadi,Jaffarabadi,buffalo,REAL,test
BUF_BUFFALO_KALAHANDI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_kalahandi/kalahandi_0001.jpg,buffalo_kalahandi,Kalahandi,buffalo,REAL,test
BUF_BUFFALO_LUIT_SWAMP_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_luit_swamp/luit_swamp_0001.jpg,buffalo_luit_swamp,Luit (Swamp),buffalo,REAL,test
BUF_BUFFALO_MANAH_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_manah/manah_0001.jpg,buffalo_manah,Manah,buffalo,REAL,test
BUF_BUFFALO_MANDA_0012,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0012.jpg,buffalo_manda,Manda,buffalo,REAL,test
BUF_BUFFALO_MANDA_0016,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0016.jpg,buffalo_manda,Manda,buffalo,REAL,test
BUF_BUFFALO_MANDA_0030,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0030.jpg,buffalo_manda,Manda,buffalo,REAL,test
BUF_BUFFALO_MANDA_0021,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0021.jpg,buffalo_manda,Manda,buffalo,REAL,test
BUF_BUFFALO_MANDA_0008,dataset/expanded_82_breeds_v2/buffalo/buffalo_manda/manda_0008.jpg,buffalo_manda,Manda,buffalo,REAL,test
BUF_BUFFALO_MARATHWADI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_marathwadi/marathwadi_0001.jpg,buffalo_marathwadi,Marathwadi,buffalo,REAL,test
BUF_BUFFALO_MEHSANA_0010,dataset/expanded_82_breeds_v2/buffalo/buffalo_mehsana/mehsana_0010.jpg,buffalo_mehsana,Mehsana,buffalo,REAL,test
BUF_BUFFALO_MELGHATI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_melghati/melghati_0001.jpg,buffalo_melghati,Melghati,buffalo,REAL,test
BUF_BUFFALO_MURRAH_0004,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0004.jpg,buffalo_murrah,Murrah,buffalo,REAL,test
BUF_BUFFALO_MURRAH_0007,dataset/expanded_82_breeds_v2/buffalo/buffalo_murrah/murrah_0007.jpg,buffalo_murrah,Murrah,buffalo,REAL,test
BUF_BUFFALO_NAGPURI_0004,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0004.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,test
BUF_BUFFALO_NAGPURI_0007,dataset/expanded_82_breeds_v2/buffalo/buffalo_nagpuri/nagpuri_0007.jpg,buffalo_nagpuri,Nagpuri,buffalo,REAL,test
BUF_BUFFALO_NILI_RAVI_0003,dataset/expanded_82_breeds_v2/buffalo/buffalo_nili_ravi/nili_ravi_0003.jpg,buffalo_nili_ravi,Nili Ravi,buffalo,REAL,test
BUF_BUFFALO_PANDHARPURI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_pandharpuri/pandharpuri_0001.jpg,buffalo_pandharpuri,Pandharpuri,buffalo,REAL,test
BUF_BUFFALO_PURNATHADI_0001,dataset/expanded_82_breeds_v2/buffalo/buffalo_purnathadi/purnathadi_0001.jpg,buffalo_purnathadi,Purnathadi,buffalo,REAL,test
BUF_BUFFALO_SURTI_0015,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0015.jpg,buffalo_surti,Surti,buffalo,REAL,test
BUF_BUFFALO_SURTI_0020,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0020.jpg,buffalo_surti,Surti,buffalo,REAL,test
BUF_BUFFALO_SURTI_0007,dataset/expanded_82_breeds_v2/buffalo/buffalo_surti/surti_0007.jpg,buffalo_surti,Surti,buffalo,REAL,test
BUF_BUFFALO_TODA_0014,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0014.jpg,buffalo_toda,Toda,buffalo,REAL,test
BUF_BUFFALO_TODA_0004,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0004.jpg,buffalo_toda,Toda,buffalo,REAL,test
BUF_BUFFALO_TODA_0007,dataset/expanded_82_breeds_v2/buffalo/buffalo_toda/toda_0007.jpg,buffalo_toda,Toda,buffalo,REAL,test
CAT_COW_AMRITMAHAL_0004,dataset/expanded_82_breeds_v2/cattle/cow_amritmahal/cow_amritmahal_0004.jpg,cow_amritmahal,Amritmahal,cattle,REAL,test
CAT_COW_BACHAUR_0015,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0015.jpg,cow_bachaur,Bachaur,cattle,REAL,test
CAT_COW_BACHAUR_0020,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0020.jpg,cow_bachaur,Bachaur,cattle,REAL,test
CAT_COW_BACHAUR_0007,dataset/expanded_82_breeds_v2/cattle/cow_bachaur/cow_bachaur_0007.jpg,cow_bachaur,Bachaur,cattle,REAL,test
CAT_COW_BADRI_0013,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0013.jpg,cow_badri,Badri,cattle,REAL,test
CAT_COW_BADRI_0004,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0004.jpg,cow_badri,Badri,cattle,REAL,test
CAT_COW_BADRI_0007,dataset/expanded_82_breeds_v2/cattle/cow_badri/badri_0007.jpg,cow_badri,Badri,cattle,REAL,test
CAT_COW_BARGUR_0007,dataset/expanded_82_breeds_v2/cattle/cow_bargur/cow_bargur_0007.jpg,cow_bargur,Bargur,cattle,REAL,test
CAT_COW_BELAHI_0001,dataset/expanded_82_breeds_v2/cattle/cow_belahi/belahi_0001.jpg,cow_belahi,Belahi,cattle,REAL,test
CAT_COW_BINJHARPURI_0001,dataset/expanded_82_breeds_v2/cattle/cow_binjharpuri/binjharpuri_0001.jpg,cow_binjharpuri,Binjharpuri,cattle,REAL,test
CAT_COW_DAGRI_0001,dataset/expanded_82_breeds_v2/cattle/cow_dagri/dagri_0001.jpg,cow_dagri,Dagri,cattle,REAL,test
CAT_COW_DANGI_0024,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0024.jpg,cow_dangi,Dangi,cattle,REAL,test
CAT_COW_DANGI_0026,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0026.jpg,cow_dangi,Dangi,cattle,REAL,test
CAT_COW_DANGI_0013,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0013.jpg,cow_dangi,Dangi,cattle,REAL,test
CAT_COW_DANGI_0020,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0020.jpg,cow_dangi,Dangi,cattle,REAL,test
CAT_COW_DANGI_0034,dataset/expanded_82_breeds_v2/cattle/cow_dangi/cow_dangi_0034.jpg,cow_dangi,Dangi,cattle,REAL,test
CAT_COW_DANGI_0001,dataset/expanded_82_breeds_v2/cattle/cow_dangi/dangi_0001.jpg,cow_dangi,Dangi,cattle,REAL,test
CAT_COW_DEONI_0002,dataset/expanded_82_breeds_v2/cattle/cow_deoni/deoni_0002.jpg,cow_deoni,Deoni,cattle,REAL,test
CAT_COW_GANGATIRI_0007,dataset/expanded_82_breeds_v2/cattle/cow_gangatiri/gangatiri_0007.jpg,cow_gangatiri,Gangatiri,cattle,REAL,test
CAT_COW_GAOLAO_0002,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/gaolao_0002.jpg,cow_gaolao,Gaolao,cattle,REAL,test
CAT_COW_GAOLAO_0010,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0010.jpg,cow_gaolao,Gaolao,cattle,REAL,test
CAT_COW_GAOLAO_0013,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0013.jpg,cow_gaolao,Gaolao,cattle,REAL,test
CAT_COW_GAOLAO_0017,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0017.jpg,cow_gaolao,Gaolao,cattle,REAL,test
CAT_COW_GAOLAO_0031,dataset/expanded_82_breeds_v2/cattle/cow_gaolao/cow_gaolao_0031.jpg,cow_gaolao,Gaolao,cattle,REAL,test
CAT_COW_GIR_0011,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0011.jpg,cow_gir,Gir,cattle,REAL,test
CAT_COW_GIR_0015,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0015.jpg,cow_gir,Gir,cattle,REAL,test
CAT_COW_GIR_0029,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0029.jpg,cow_gir,Gir,cattle,REAL,test
CAT_COW_GIR_0020,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0020.jpg,cow_gir,Gir,cattle,REAL,test
CAT_COW_GIR_0007,dataset/expanded_82_breeds_v2/cattle/cow_gir/gir_0007.jpg,cow_gir,Gir,cattle,REAL,test
CAT_COW_HALLIKAR_0004,dataset/expanded_82_breeds_v2/cattle/cow_hallikar/hallikar_0004.jpg,cow_hallikar,Hallikar,cattle,REAL,test
CAT_COW_HARIANA_0003,dataset/expanded_82_breeds_v2/cattle/cow_hariana/hariana_0003.jpg,cow_hariana,Hariana,cattle,REAL,test
CAT_COW_HIMACHALI_PAHARI_0001,dataset/expanded_82_breeds_v2/cattle/cow_himachali_pahari/himachali_pahari_0001.jpg,cow_himachali_pahari,Himachali Pahari,cattle,REAL,test
CAT_COW_KANGAYAM_0013,dataset/expanded_82_breeds_v2/cattle/cow_kangayam/kangayam_0013.jpg,cow_kangayam,Kangayam,cattle,REAL,test
CAT_COW_KANGAYAM_0004,dataset/expanded_82_breeds_v2/cattle/cow_kangayam/kangayam_0004.jpg,cow_kangayam,Kangayam,cattle,REAL,test
CAT_COW_KANGAYAM_0007,dataset/expanded_82_breeds_v2/cattle/cow_kangayam/kangayam_0007.jpg,cow_kangayam,Kangayam,cattle,REAL,test
CAT_COW_KANKREJ_0004,dataset/expanded_82_breeds_v2/cattle/cow_kankrej/kankrej_0004.jpg,cow_kankrej,Kankrej,cattle,REAL,test
CAT_COW_KANKREJ_0007,dataset/expanded_82_breeds_v2/cattle/cow_kankrej/kankrej_0007.jpg,cow_kankrej,Kankrej,cattle,REAL,test
CAT_COW_KATHANI_0001,dataset/expanded_82_breeds_v2/cattle/cow_kathani/kathani_0001.jpg,cow_kathani,Kathani,cattle,REAL,test
CAT_COW_KENKATHA_0001,dataset/expanded_82_breeds_v2/cattle/cow_kenkatha/kenkatha_0001.jpg,cow_kenkatha,Kenkatha,cattle,REAL,test
CAT_COW_KHERIGARH_0001,dataset/expanded_82_breeds_v2/cattle/cow_kherigarh/kherigarh_0001.jpg,cow_kherigarh,Kherigarh,cattle,REAL,test
CAT_COW_KHILLAR_0001,dataset/expanded_82_breeds_v2/cattle/cow_khillar/khillar_0001.jpg,cow_khillar,Khillar,cattle,REAL,test
CAT_COW_KONKAN_KAPILA_0001,dataset/expanded_82_breeds_v2/cattle/cow_konkan_kapila/konkan_kapila_0001.jpg,cow_konkan_kapila,Konkan Kapila,cattle,REAL,test
CAT_COW_KOPPAL_0003,dataset/expanded_82_breeds_v2/cattle/cow_koppal/koppal_0003.jpg,cow_koppal,Koppal,cattle,REAL,test
CAT_COW_KRISHNA_VALLEY_0001,dataset/expanded_82_breeds_v2/cattle/cow_krishna_valley/krishna_valley_0001.jpg,cow_krishna_valley,Krishna Valley,cattle,REAL,test
CAT_COW_LADAKHI_0004,dataset/expanded_82_breeds_v2/cattle/cow_ladakhi/ladakhi_0004.jpg,cow_ladakhi,Ladakhi,cattle,REAL,test
CAT_COW_LAKHIMI_0001,dataset/expanded_82_breeds_v2/cattle/cow_lakhimi/lakhimi_0001.jpg,cow_lakhimi,Lakhimi,cattle,REAL,test
CAT_COW_MAHAKAUSHALI_0001,dataset/expanded_82_breeds_v2/cattle/cow_mahakaushali/mahakaushali_0001.jpg,cow_mahakaushali,Mahakaushali,cattle,REAL,test
CAT_COW_MALNAD_GIDDA_0001,dataset/expanded_82_breeds_v2/cattle/cow_malnad_gidda/malnad_gidda_0001.jpg,cow_malnad_gidda,Malnad Gidda,cattle,REAL,test
CAT_COW_MALVI_0003,dataset/expanded_82_breeds_v2/cattle/cow_malvi/malvi_0003.jpg,cow_malvi,Malvi,cattle,REAL,test
CAT_COW_MASILUM_0001,dataset/expanded_82_breeds_v2/cattle/cow_masilum/masilum_0001.jpg,cow_masilum,Masilum,cattle,REAL,test
CAT_COW_MEDINI_0003,dataset/expanded_82_breeds_v2/cattle/cow_medini/medini_0003.jpg,cow_medini,Medini,cattle,REAL,test
CAT_COW_MEWATI_0001,dataset/expanded_82_breeds_v2/cattle/cow_mewati/mewati_0001.jpg,cow_mewati,Mewati,cattle,REAL,test
CAT_COW_MOTU_0001,dataset/expanded_82_breeds_v2/cattle/cow_motu/motu_0001.jpg,cow_motu,Motu,cattle,REAL,test
CAT_COW_NAGORI_0013,dataset/expanded_82_breeds_v2/cattle/cow_nagori/nagori_0013.jpg,cow_nagori,Nagori,cattle,REAL,test
CAT_COW_NAGORI_0004,dataset/expanded_82_breeds_v2/cattle/cow_nagori/nagori_0004.jpg,cow_nagori,Nagori,cattle,REAL,test
CAT_COW_NAGORI_0007,dataset/expanded_82_breeds_v2/cattle/cow_nagori/nagori_0007.jpg,cow_nagori,Nagori,cattle,REAL,test
CAT_COW_NARI_0003,dataset/expanded_82_breeds_v2/cattle/cow_nari/nari_0003.jpg,cow_nari,Nari,cattle,REAL,test
CAT_COW_NIMARI_0004,dataset/expanded_82_breeds_v2/cattle/cow_nimari/nimari_0004.jpg,cow_nimari,Nimari,cattle,REAL,test
CAT_COW_NIMARI_0007,dataset/expanded_82_breeds_v2/cattle/cow_nimari/nimari_0007.jpg,cow_nimari,Nimari,cattle,REAL,test
CAT_COW_ONGOLE_0011,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0011.jpg,cow_ongole,Ongole,cattle,REAL,test
CAT_COW_ONGOLE_0015,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0015.jpg,cow_ongole,Ongole,cattle,REAL,test
CAT_COW_ONGOLE_0020,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0020.jpg,cow_ongole,Ongole,cattle,REAL,test
CAT_COW_ONGOLE_0007,dataset/expanded_82_breeds_v2/cattle/cow_ongole/ongole_0007.jpg,cow_ongole,Ongole,cattle,REAL,test
CAT_COW_PERIYAR_0004,dataset/expanded_82_breeds_v2/cattle/cow_periyar/periyar_0004.jpg,cow_periyar,Periyar,cattle,REAL,test
CAT_COW_PODA_THURPU_0001,dataset/expanded_82_breeds_v2/cattle/cow_poda_thurpu/poda_thurpu_0001.jpg,cow_poda_thurpu,Poda Thurpu,cattle,REAL,test
CAT_COW_PONWAR_0003,dataset/expanded_82_breeds_v2/cattle/cow_ponwar/ponwar_0003.jpg,cow_ponwar,Ponwar,cattle,REAL,test
CAT_COW_PULIKULAM_0001,dataset/expanded_82_breeds_v2/cattle/cow_pulikulam/pulikulam_0001.jpg,cow_pulikulam,Pulikulam,cattle,REAL,test
CAT_COW_PUNGANUR_0004,dataset/expanded_82_breeds_v2/cattle/cow_punganur/punganur_0004.jpg,cow_punganur,Punganur,cattle,REAL,test
CAT_COW_PUNGANUR_0007,dataset/expanded_82_breeds_v2/cattle/cow_punganur/punganur_0007.jpg,cow_punganur,Punganur,cattle,REAL,test
CAT_COW_PURNEA_0001,dataset/expanded_82_breeds_v2/cattle/cow_purnea/purnea_0001.jpg,cow_purnea,Purnea,cattle,REAL,test
CAT_COW_RATHI_0001,dataset/expanded_82_breeds_v2/cattle/cow_rathi/rathi_0001.jpg,cow_rathi,Rathi,cattle,REAL,test
CAT_COW_RED_KANDHARI_0003,dataset/expanded_82_breeds_v2/cattle/cow_red_kandhari/red_kandhari_0003.jpg,cow_red_kandhari,Red Kandhari,cattle,REAL,test
CAT_COW_RED_SINDHI_0004,dataset/expanded_82_breeds_v2/cattle/cow_red_sindhi/red_sindhi_0004.jpg,cow_red_sindhi,Red Sindhi,cattle,REAL,test
CAT_COW_ROHILKHANDI_0001,dataset/expanded_82_breeds_v2/cattle/cow_rohilkhandi/rohilkhandi_0001.jpg,cow_rohilkhandi,Rohilkhandi,cattle,REAL,test
CAT_COW_SAHIWAL_0015,dataset/expanded_82_breeds_v2/cattle/cow_sahiwal/sahiwal_0015.jpg,cow_sahiwal,Sahiwal,cattle,REAL,test
CAT_COW_SAHIWAL_0020,dataset/expanded_82_breeds_v2/cattle/cow_sahiwal/sahiwal_0020.jpg,cow_sahiwal,Sahiwal,cattle,REAL,test
CAT_COW_SAHIWAL_0007,dataset/expanded_82_breeds_v2/cattle/cow_sahiwal/sahiwal_0007.jpg,cow_sahiwal,Sahiwal,cattle,REAL,test
CAT_COW_SANCHORI_0001,dataset/expanded_82_breeds_v2/cattle/cow_sanchori/sanchori_0001.jpg,cow_sanchori,Sanchori,cattle,REAL,test
CAT_COW_SHWETA_KAPILA_0001,dataset/expanded_82_breeds_v2/cattle/cow_shweta_kapila/shweta_kapila_0001.jpg,cow_shweta_kapila,Shweta Kapila,cattle,REAL,test
CAT_COW_SIRI_0015,dataset/expanded_82_breeds_v2/cattle/cow_siri/siri_0015.jpg,cow_siri,Siri,cattle,REAL,test
CAT_COW_SIRI_0020,dataset/expanded_82_breeds_v2/cattle/cow_siri/siri_0020.jpg,cow_siri,Siri,cattle,REAL,test
CAT_COW_SIRI_0007,dataset/expanded_82_breeds_v2/cattle/cow_siri/siri_0007.jpg,cow_siri,Siri,cattle,REAL,test
