image_id,relative_path,species,breed_id,breed_name
COW_SAHIWAL_0007,cleaned/cattle/sahiwal/sahiwal_0007.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0008,cleaned/cattle/sahiwal/sahiwal_0008.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0009,cleaned/cattle/sahiwal/sahiwal_0009.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0010,cleaned/cattle/sahiwal/sahiwal_0010.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0011,cleaned/cattle/sahiwal/sahiwal_0011.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0012,cleaned/cattle/sahiwal/sahiwal_0012.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0013,cleaned/cattle/sahiwal/sahiwal_0013.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0014,cleaned/cattle/sahiwal/sahiwal_0014.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0015,cleaned/cattle/sahiwal/sahiwal_0015.jpg,cattle,cow_sahiwal,Sahiwal
COW_SAHIWAL_0016,cleaned/cattle/sahiwal/sahiwal_0016.jpg,cattle,cow_sahiwal,Sahiwal
COW_SANCHORI_0001,cleaned/cattle/sanchori/sanchori_0001.jpg,cattle,cow_sanchori,Sanchori
COW_SHWETA_KAPILA_0001,cleaned/cattle/shweta_kapila/shweta_kapila_0001.jpg,cattle,cow_shweta_kapila,Shweta Kapila
COW_SIRI_0001,cleaned/cattle/siri/siri_0001.jpg,cattle,cow_siri,Siri
COW_SIRI_0002,cleaned/cattle/siri/siri_0002.jpg,cattle,cow_siri,Siri
COW_SIRI_0003,cleaned/cattle/siri/siri_0003.jpg,cattle,cow_siri,Siri
COW_SIRI_0004,cleaned/cattle/siri/siri_0004.jpg,cattle,cow_siri,Siri
COW_SIRI_0005,cleaned/cattle/siri/siri_0005.jpg,cattle,cow_siri,Siri
COW_SIRI_0006,cleaned/cattle/siri/siri_0006.jpg,cattle,cow_siri,Siri
COW_SIRI_0007,cleaned/cattle/siri/siri_0007.jpg,cattle,cow_siri,Siri
COW_SIRI_0008,cleaned/cattle/siri/siri_0008.jpg,cattle,cow_siri,Siri
COW_SIRI_0009,cleaned/cattle/siri/siri_0009.jpg,cattle,cow_siri,Siri
COW_SIRI_0010,cleaned/cattle/siri/siri_0010.jpg,cattle,cow_siri,Siri
COW_SIRI_0011,cleaned/cattle/siri/siri_0011.jpg,cattle,cow_siri,Siri
COW_SIRI_0012,cleaned/cattle/siri/siri_0012.jpg,cattle,cow_siri,Siri
COW_SIRI_0013,cleaned/cattle/siri/siri_0013.jpg,cattle,cow_siri,Siri
COW_SIRI_0014,cleaned/cattle/siri/siri_0014.jpg,cattle,cow_siri,Siri
COW_SIRI_0015,cleaned/cattle/siri/siri_0015.jpg,cattle,cow_siri,Siri
COW_THARPARKAR_0001,cleaned/cattle/tharparkar/tharparkar_0001.jpg,cattle,cow_tharparkar,Tharparkar
COW_THARPARKAR_0002,cleaned/cattle/tharparkar/tharparkar_0002.jpg,cattle,cow_tharparkar,Tharparkar
COW_THARPARKAR_0003,cleaned/cattle/tharparkar/tharparkar_0003.jpg,cattle,cow_tharparkar,Tharparkar
COW_THARPARKAR_0004,cleaned/cattle/tharparkar/tharparkar_0004.jpg,cattle,cow_tharparkar,Tharparkar
COW_THARPARKAR_0005,cleaned/cattle/tharparkar/tharparkar_0005.jpg,cattle,cow_tharparkar,Tharparkar
COW_THARPARKAR_0006,cleaned/cattle/tharparkar/tharparkar_0006.jpg,cattle,cow_tharparkar,Tharparkar
COW_THARPARKAR_0007,cleaned/cattle/tharparkar/tharparkar_0007.jpg,cattle,cow_tharparkar,Tharparkar
COW_THUTHO_0001,cleaned/cattle/thutho/thutho_0001.jpg,cattle,cow_thutho,Thutho
COW_UMARDA_0001,cleaned/cattle/umarda/umarda_0001.jpg,cattle,cow_umarda,Umarda
COW_UMBLACHERY_0001,cleaned/cattle/umblachery/umblachery_0001.jpg,cattle,cow_umblachery,Umblachery
COW_VECHUR_0001,cleaned/cattle/vechur/vechur_0001.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0002,cleaned/cattle/vechur/vechur_0002.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0003,cleaned/cattle/vechur/vechur_0003.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0004,cleaned/cattle/vechur/vechur_0004.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0005,cleaned/cattle/vechur/vechur_0005.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0006,cleaned/cattle/vechur/vechur_0006.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0007,cleaned/cattle/vechur/vechur_0007.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0008,cleaned/cattle/vechur/vechur_0008.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0009,cleaned/cattle/vechur/vechur_0009.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0010,cleaned/cattle/vechur/vechur_0010.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0011,cleaned/cattle/vechur/vechur_0011.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0012,cleaned/cattle/vechur/vechur_0012.jpg,cattle,cow_vechur,Vechur
COW_VECHUR_0013,cleaned/cattle/vechur/vechur_0013.jpg,cattle,cow_vechur,Vechur
